bundle_key,env_name,env_display,model_bundle_name,model_display,model_id,example_id,deceptive,label_name,sentence_count,has_messages,has_prompt,raw_text_char_count,source_dataset_dir_relpath,source_examples_relpath,source_sentences_relpath,source_localization_relpath,source_localization_exists,bucket_idx,selection_rank,bundle_eligible_examples,bundle_eligible_deceptive_examples,bundle_eligible_truthful_examples,bundle_selected_examples,bundle_selected_deceptive_examples,bundle_selected_truthful_examples,bundle_deceptive_target,bundle_truthful_target,bundle_examples_relpath,bundle_sentences_relpath,bundle_selected_examples_relpath,bundle_config_relpath
bs__DeepSeek-R1-Distill-Llama-8B,bs,BS,DeepSeek-R1-Distill-Llama-8B,Llama-8B,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,2026-03-11_14-37-23/game_17/turn_10/state_64/sample_3,False,truthful,46,False,True,3633,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Llama-8B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Llama-8B/localization/sentence_localization_2026-03-11_14-37-23_game_17_turn_10_state_64_sample_3.json.gz,True,2,9,33,12,21,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Llama-8B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Llama-8B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Llama-8B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Llama-8B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-14B,bs,BS,DeepSeek-R1-Distill-Qwen-14B,Qwen-14B,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2026-02-10/gpu_6/game_140/turn_8/state_1395/sample_0,True,deceptive,20,False,True,1596,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B/localization/sentence_localization_2026-02-10_gpu_6_game_140_turn_8_state_1395_sample_0.json.gz,True,0,0,73,30,43,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-14B,bs,BS,DeepSeek-R1-Distill-Qwen-14B,Qwen-14B,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2026-02-10/gpu_3/game_154/turn_10/state_1627/sample_0,True,deceptive,28,False,True,2486,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B/localization/sentence_localization_2026-02-10_gpu_3_game_154_turn_10_state_1627_sample_0.json.gz,True,0,1,73,30,43,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-14B,bs,BS,DeepSeek-R1-Distill-Qwen-14B,Qwen-14B,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2026-02-10/gpu_4/game_125/turn_0/state_1186/sample_0,True,deceptive,39,False,True,3308,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B/localization/sentence_localization_2026-02-10_gpu_4_game_125_turn_0_state_1186_sample_0.json.gz,True,1,2,73,30,43,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-14B,bs,BS,DeepSeek-R1-Distill-Qwen-14B,Qwen-14B,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2026-02-10/gpu_2/game_176/turn_15/state_1932/sample_0,True,deceptive,44,False,True,3801,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B/localization/sentence_localization_2026-02-10_gpu_2_game_176_turn_15_state_1932_sample_0.json.gz,True,1,3,73,30,43,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-14B,bs,BS,DeepSeek-R1-Distill-Qwen-14B,Qwen-14B,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2026-02-10/gpu_3/game_137/turn_12/state_1454/sample_0,True,deceptive,49,False,True,3727,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B/localization/sentence_localization_2026-02-10_gpu_3_game_137_turn_12_state_1454_sample_0.json.gz,True,2,4,73,30,43,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-14B,bs,BS,DeepSeek-R1-Distill-Qwen-14B,Qwen-14B,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2026-02-10/gpu_2/game_114/turn_7/state_1296/sample_0,False,truthful,33,False,True,2632,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B/localization/sentence_localization_2026-02-10_gpu_2_game_114_turn_7_state_1296_sample_0.json.gz,True,0,5,73,30,43,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-14B,bs,BS,DeepSeek-R1-Distill-Qwen-14B,Qwen-14B,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2026-02-10/gpu_6/game_4/turn_7/state_41/sample_0,False,truthful,33,False,True,2898,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B/localization/sentence_localization_2026-02-10_gpu_6_game_4_turn_7_state_41_sample_0.json.gz,True,0,6,73,30,43,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-14B,bs,BS,DeepSeek-R1-Distill-Qwen-14B,Qwen-14B,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2026-02-10/gpu_5/game_44/turn_7/state_576/sample_0,False,truthful,37,False,True,3509,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B/localization/sentence_localization_2026-02-10_gpu_5_game_44_turn_7_state_576_sample_0.json.gz,True,1,7,73,30,43,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-14B,bs,BS,DeepSeek-R1-Distill-Qwen-14B,Qwen-14B,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2026-02-10/gpu_5/game_119/turn_7/state_1278/sample_0,False,truthful,40,False,True,3494,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B/localization/sentence_localization_2026-02-10_gpu_5_game_119_turn_7_state_1278_sample_0.json.gz,True,1,8,73,30,43,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-14B,bs,BS,DeepSeek-R1-Distill-Qwen-14B,Qwen-14B,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2026-02-10/gpu_6/game_96/turn_5/state_950/sample_0,False,truthful,43,False,True,3473,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-14B/localization/sentence_localization_2026-02-10_gpu_6_game_96_turn_5_state_950_sample_0.json.gz,True,2,9,73,30,43,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-14B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-7B,bs,BS,DeepSeek-R1-Distill-Qwen-7B,Qwen-7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,2026-02-06/gpu_5/state_1165/sample_0,True,deceptive,31,False,True,2875,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B/localization/sentence_localization_2026-02-06_gpu_5_state_1165_sample_0.json.gz,True,0,0,111,47,64,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-7B,bs,BS,DeepSeek-R1-Distill-Qwen-7B,Qwen-7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,2026-02-06/gpu_5/state_1322/sample_0,True,deceptive,35,False,True,3711,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B/localization/sentence_localization_2026-02-06_gpu_5_state_1322_sample_0.json.gz,True,0,1,111,47,64,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-7B,bs,BS,DeepSeek-R1-Distill-Qwen-7B,Qwen-7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,2026-02-06/gpu_2/state_967/sample_0,True,deceptive,37,False,True,3804,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B/localization/sentence_localization_2026-02-06_gpu_2_state_967_sample_0.json.gz,True,1,2,111,47,64,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-7B,bs,BS,DeepSeek-R1-Distill-Qwen-7B,Qwen-7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,2026-02-06/gpu_4/state_256/sample_0,True,deceptive,38,False,True,3599,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B/localization/sentence_localization_2026-02-06_gpu_4_state_256_sample_0.json.gz,True,1,3,111,47,64,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-7B,bs,BS,DeepSeek-R1-Distill-Qwen-7B,Qwen-7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,2026-02-06/gpu_2/state_210/sample_0,True,deceptive,42,False,True,4452,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B/localization/sentence_localization_2026-02-06_gpu_2_state_210_sample_0.json.gz,True,2,4,111,47,64,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-7B,bs,BS,DeepSeek-R1-Distill-Qwen-7B,Qwen-7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,2026-02-06/gpu_2/state_902/sample_0,False,truthful,25,False,True,2493,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B/localization/sentence_localization_2026-02-06_gpu_2_state_902_sample_0.json.gz,True,0,5,111,47,64,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-7B,bs,BS,DeepSeek-R1-Distill-Qwen-7B,Qwen-7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,2026-02-06/gpu_3/state_1629/sample_0,False,truthful,27,False,True,2483,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B/localization/sentence_localization_2026-02-06_gpu_3_state_1629_sample_0.json.gz,True,0,6,111,47,64,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-7B,bs,BS,DeepSeek-R1-Distill-Qwen-7B,Qwen-7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,2026-02-06/gpu_3/state_1312/sample_0,False,truthful,32,False,True,2878,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B/localization/sentence_localization_2026-02-06_gpu_3_state_1312_sample_0.json.gz,True,1,7,111,47,64,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-7B,bs,BS,DeepSeek-R1-Distill-Qwen-7B,Qwen-7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,2026-02-06/gpu_2/state_1446/sample_0,False,truthful,35,False,True,3254,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B/localization/sentence_localization_2026-02-06_gpu_2_state_1446_sample_0.json.gz,True,1,8,111,47,64,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/bundle_config.json
bs__DeepSeek-R1-Distill-Qwen-7B,bs,BS,DeepSeek-R1-Distill-Qwen-7B,Qwen-7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,2026-02-06/gpu_3/state_359/sample_0,False,truthful,44,False,True,4130,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B,,,DatasetMainCompressed/bs/DeepSeek-R1-Distill-Qwen-7B/localization/sentence_localization_2026-02-06_gpu_3_state_359_sample_0.json.gz,True,2,9,111,47,64,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__DeepSeek-R1-Distill-Qwen-7B/bundle_config.json
bs__gpt-oss-20b,bs,BS,gpt-oss-20b,GPT-OSS-20B,openai/gpt-oss-20b,2026-03-27_bs_seed_0/game_627/turn_0/state_1943/sample_13,True,deceptive,14,False,True,694,DatasetMainCompressed/bs/gpt-oss-20b,,,DatasetMainCompressed/bs/gpt-oss-20b/localization/sentence_localization_2026-03-27_bs_seed_0_game_627_turn_0_state_1943_sample_13.json.gz,True,0,0,96,42,54,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/bundle_config.json
bs__gpt-oss-20b,bs,BS,gpt-oss-20b,GPT-OSS-20B,openai/gpt-oss-20b,2026-03-27_bs_seed_0/game_242/turn_0/state_812/sample_3,True,deceptive,16,False,True,1202,DatasetMainCompressed/bs/gpt-oss-20b,,,DatasetMainCompressed/bs/gpt-oss-20b/localization/sentence_localization_2026-03-27_bs_seed_0_game_242_turn_0_state_812_sample_3.json.gz,True,0,1,96,42,54,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/bundle_config.json
bs__gpt-oss-20b,bs,BS,gpt-oss-20b,GPT-OSS-20B,openai/gpt-oss-20b,2026-03-27_bs_seed_0/game_25/turn_0/state_70/sample_10,True,deceptive,34,False,True,1687,DatasetMainCompressed/bs/gpt-oss-20b,,,DatasetMainCompressed/bs/gpt-oss-20b/localization/sentence_localization_2026-03-27_bs_seed_0_game_25_turn_0_state_70_sample_10.json.gz,True,1,2,96,42,54,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/bundle_config.json
bs__gpt-oss-20b,bs,BS,gpt-oss-20b,GPT-OSS-20B,openai/gpt-oss-20b,2026-03-27_bs_seed_0/game_305/turn_3/state_1000/sample_16,True,deceptive,36,False,True,2068,DatasetMainCompressed/bs/gpt-oss-20b,,,DatasetMainCompressed/bs/gpt-oss-20b/localization/sentence_localization_2026-03-27_bs_seed_0_game_305_turn_3_state_1000_sample_16.json.gz,True,1,3,96,42,54,10,5,5,5,5,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/examples.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/sentences.jsonl,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/selected_examples.csv,rebuttal/results/localization_fulltrace_vs_adaptive_rebuttal_v1/bundles/bs__gpt-oss-20b/bundle_config.json
