example_key,example_id,env_name,n_samples,repeat_idx,reference_peak_sentence_idx,subset_peak_sentence_idx,peak_exact,peak_within_one,reference_jump_sentence_idx,reference_jump_magnitude,subset_jump_sentence_idx,jump_exact,jump_within_one
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,100,0,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,0,8,6,0.0,0.0,6,0.32607799768447876,5,0.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,1,8,7,0.0,1.0,6,0.32607799768447876,4,0.0,0.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,2,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,3,8,8,1.0,1.0,6,0.32607799768447876,4,0.0,0.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,4,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,5,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,6,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,7,8,8,1.0,1.0,6,0.32607799768447876,8,0.0,0.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,8,8,9,0.0,1.0,6,0.32607799768447876,4,0.0,0.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,9,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,10,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,11,8,8,1.0,1.0,6,0.32607799768447876,4,0.0,0.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,12,8,7,0.0,1.0,6,0.32607799768447876,2,0.0,0.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,13,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,14,8,7,0.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,15,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,16,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,17,8,6,0.0,0.0,6,0.32607799768447876,2,0.0,0.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,18,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,19,8,9,0.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,20,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,21,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,22,8,9,0.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,23,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,10,24,8,9,0.0,1.0,6,0.32607799768447876,9,0.0,0.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,0,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,1,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,2,8,7,0.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,3,8,9,0.0,1.0,6,0.32607799768447876,5,0.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,4,8,6,0.0,0.0,6,0.32607799768447876,5,0.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,5,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,6,8,9,0.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,7,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,8,8,7,0.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,9,8,8,1.0,1.0,6,0.32607799768447876,5,0.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,10,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,11,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,12,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,13,8,9,0.0,1.0,6,0.32607799768447876,5,0.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,14,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,15,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,16,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,17,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,18,8,8,1.0,1.0,6,0.32607799768447876,5,0.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,19,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,20,8,7,0.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,21,8,6,0.0,0.0,6,0.32607799768447876,5,0.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,22,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,23,8,8,1.0,1.0,6,0.32607799768447876,5,0.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,25,24,8,8,1.0,1.0,6,0.32607799768447876,5,0.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,0,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,1,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,2,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,3,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,4,8,7,0.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,5,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,6,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,7,8,8,1.0,1.0,6,0.32607799768447876,5,0.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,8,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,9,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,10,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,11,8,8,1.0,1.0,6,0.32607799768447876,5,0.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,12,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,13,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,14,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,15,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,16,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,17,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,18,8,8,1.0,1.0,6,0.32607799768447876,5,0.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,19,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,20,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,21,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,22,8,6,0.0,0.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,23,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,2026-03-27/shard_04/game_34/turn_0/state_20/sample_22,CarSales,50,24,8,8,1.0,1.0,6,0.32607799768447876,6,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,100,0,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,0,7,7,1.0,1.0,7,0.5,5,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,1,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,2,7,7,1.0,1.0,7,0.5,6,0.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,3,7,7,1.0,1.0,7,0.5,5,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,4,7,7,1.0,1.0,7,0.5,5,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,5,7,7,1.0,1.0,7,0.5,5,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,6,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,7,7,7,1.0,1.0,7,0.5,5,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,8,7,7,1.0,1.0,7,0.5,5,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,9,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,10,7,7,1.0,1.0,7,0.5,5,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,11,7,7,1.0,1.0,7,0.5,5,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,12,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,13,7,6,0.0,1.0,7,0.5,6,0.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,14,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,15,7,7,1.0,1.0,7,0.5,4,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,16,7,6,0.0,1.0,7,0.5,5,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,17,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,18,7,7,1.0,1.0,7,0.5,2,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,19,7,7,1.0,1.0,7,0.5,5,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,20,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,21,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,22,7,7,1.0,1.0,7,0.5,6,0.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,23,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,10,24,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,0,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,1,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,2,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,3,7,7,1.0,1.0,7,0.5,5,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,4,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,5,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,6,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,7,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,8,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,9,7,7,1.0,1.0,7,0.5,5,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,10,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,11,7,7,1.0,1.0,7,0.5,5,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,12,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,13,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,14,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,15,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,16,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,17,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,18,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,19,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,20,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,21,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,22,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,23,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,25,24,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,50,0,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,50,1,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,50,2,7,7,1.0,1.0,7,0.5,7,1.0,1.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,50,3,7,7,1.0,1.0,7,0.5,5,0.0,0.0
CarSales::2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,2026-03-27/shard_04/game_40/turn_3/state_27/sample_10,CarSales,50,4,7,7,1.0,1.0,7,0.5,7,1.0,1.0
